tourney,year,location,lng,lat,surface,money
Bahia,1983,Bahia,-41.982566,-13.4343992,Hard,193029
Toulouse,1983,Toulouse,1.432841,43.60069995,Hard,257372
Johannesburg,1983,Johannesburg,28.04002455,-26.1715215,Hard,772116
Australian Open,1983,Melbourne,145.0531353,-37.9725665,Grass,1286860
Sydney Outdoor,1983,Sydney,150.93197475,-33.84824395,Grass,321715
Adelaide,1983,Adelaide,138.61115984999998,-35.00076695,Grass,193029
Philadelphia,1984,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,741065
Richmond WCT,1984,Richmond,-77.49326145,37.52466095,Carpet,247022
Madrid,1984,Madrid,-3.67953665,40.437954299999994,Carpet,494044
Brussels,1984,Brussels,4.37538995,50.85497504999999,Carpet,617554
Rotterdam,1984,Rotterdam,4.490406299999999,51.92797225,Carpet,617554
Metz,1984,Metz,6.1964060000000005,49.10485299999999,Hard,185266
Milan,1984,Milan,9.177732249999998,45.46273385,Carpet,864576
Houston WCT,1984,Houston,-95.40129145,29.81717795,Clay,617554
Bari,1984,Bari,16.88208015,41.11137720000001,Clay,185266
Luxembourg,1984,Luxembourg,6.1333199999999986,49.8152995,Hard,494044
Nice,1984,Nice,7.252817049999999,43.70319045,Clay,185266
Monte Carlo,1984,Monte Carlo,7.42597045,43.741053,Clay,802821
Aix-En-Provence,1984,Aix-En-Provence,5.387946999999999,43.535974,Clay,185266
Dallas WCT,1984,Dallas,-96.73154245,32.820664550000004,Carpet,741065
Forest Hills WCT,1984,Forest Hills,-73.84404595,40.72225895,Clay,741065
Florence,1984,Florence,11.2409679,43.77995815,Clay,185266
Hamburg,1984,Hamburg,10.02768365,53.56728285,Clay,617554
Rome,1984,Rome,12.5359979,41.9100711,Clay,741065
Munich,1984,Munich,11.54183575,48.15491075,Clay,185266
World Team Cup,1984,Dusseldorf,6.814350200000001,51.23845475,Clay,1235109
Roland Garros,1984,Paris,2.3470598999999996,48.85885895,Clay,2383760
London - Queen's Club,1984,London,-0.10159865,51.52864165,Grass,494044
Bristol,1984,Bristol,-2.5907175,51.46848895,Grass,247022
Wimbledon,1984,London,-0.10159865,51.52864165,Grass,2441279
Gstaad,1984,Gstaad,7.286546450000001,46.4722248,Clay,308777
Newport,1984,Newport,-71.29900634999998,41.4989764,Grass,247022
Boston,1984,Boston,-70.97028399999998,42.31434994999999,Clay,494044
Stuttgart Outdoor,1984,Stuttgart,9.1772152,48.77920905000001,Clay,247022
Bastad,1984,Bastad,12.85985845,56.4277899,Clay,185266
Kitzbuhel,1984,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,247022
Washington,1984,Washington,-120.88227695,47.27298575,Clay,494044
Hilversum,1984,Hilversum,5.1605481,52.23157145,Clay,185266
North Conway,1984,North Conway,-71.13036545,44.04565295,Clay,494044
Livingston,1984,Livingston,-74.3290545,40.788006,Hard,185266
Indianapolis,1984,Indianapolis,-86.13274999999999,39.7797845,Clay,741065
Cleveland,1984,Cleveland,-81.70585994999998,41.497532,Hard,185266
Montreal - Toronto,1984,Toronto,-79.37805804999998,43.7182412,Hard,741065
Cincinnati,1984,Cincinnati,-84.54040144999998,39.13634005,Hard,741065
US Open,1984,New York,-73.979681,40.6974881,Hard,2470218
Palermo,1984,Palermo,13.35728855,38.1405436,Clay,247022
Tel Aviv,1984,Tel Aviv,34.797246,32.0879315,Hard,185266
Los Angeles,1984,Los Angeles,-118.4117325,34.020478999999995,Hard,494044
San Francisco,1984,San Francisco,-122.7278025,37.7848269,Carpet,494044
Geneva,1984,Geneva,6.144088549999998,46.205029499999995,Clay,247022
Bordeaux,1984,Bordeaux,-0.586141,44.86372795,Clay,185266
Honolulu,1984,Honolulu,-157.79907305,21.3280338,Carpet,247022
Brisbane,1984,Brisbane,152.99319645,-27.3821429,Carpet,247022
Barcelona,1984,Barcelona,2.14876785,41.39479005,Clay,494044
Sydney Indoor,1984,Sydney,150.93197475,-33.84824395,Hard,555799
Basel,1984,Basel,7.59445995,47.55459664999999,Hard,308777
Tokyo Outdoor,1984,Tokyo,145.02823855,28.16176585,Hard,308777
Tokyo Indoor,1984,Tokyo,145.02823855,28.16176585,Carpet,741065
Cologne,1984,Cologne,6.96732235,50.95770284999999,Hard,185266
Melbourne Indoor,1984,Melbourne,145.0531353,-37.9725665,Carpet,370533
Hong Kong,1984,Hong Kong,114.1277,22.35272345,Hard,494044
Vienna,1984,Vienna,16.38005995,48.2206849,Hard,247022
Stockholm,1984,Stockholm,17.982052499999998,59.32614194999999,Hard,617554
Taipei,1984,"Taipei, Chinese Taipei",121.50637795,25.0172264,Carpet,185266
Treviso,1984,Treviso,12.23508145,45.67023445,Carpet,185266
Johannesburg,1984,Johannesburg,28.04002455,-26.1715215,Hard,494044
Toulouse,1984,Toulouse,1.432841,43.60069995,Hard,247022
Australian Open,1984,Melbourne,145.0531353,-37.9725665,Grass,1593846
Sydney Outdoor,1984,Sydney,150.93197475,-33.84824395,Grass,308777
Adelaide,1984,Adelaide,138.61115984999998,-35.00076695,Grass,185266
Melbourne,1984,Melbourne,145.0531353,-37.9725665,Grass,185266
Masters,1985,"N.Y., USA, United States",-73.979681,40.6974881,Carpet,954397
Philadelphia,1985,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,715798
Toronto Indoor,1985,Toronto,-79.37805804999998,43.7182412,Carpet,298249
Houston,1985,Houston,-95.40129145,29.81717795,Carpet,715798
Buenos Aires,1985,Buenos Aires,-58.43329845,-34.615823750000004,Clay,190879
Brussels,1985,Brussels,4.37538995,50.85497504999999,Carpet,501058
Nancy,1985,Nancy,6.173436949999998,48.68808094999999,Hard,190879
Rotterdam,1985,Rotterdam,4.490406299999999,51.92797225,Carpet,596498
Fort Myers,1985,Fort Myers,-81.83229795,26.61863395,Hard,596498
Milan,1985,Milan,9.177732249999998,45.46273385,Carpet,715798
Monte Carlo,1985,Monte Carlo,7.42597045,43.741053,Clay,775447
Chicago,1985,Chicago,-87.73196395,41.83373295,Carpet,596498
Dallas,1985,Dallas,-96.73154245,32.820664550000004,Carpet,1192996
Nice,1985,Nice,7.252817049999999,43.70319045,Clay,190879
Bari,1985,Bari,16.88208015,41.11137720000001,Clay,190879
Atlanta,1985,Atlanta,-84.42060395,33.76771289999999,Carpet,715798
Marbella,1985,Marbella,-4.8649999,36.50085085,Clay,238599
Hamburg,1985,Hamburg,10.02768365,53.56728285,Clay,596498
Las Vegas,1985,Las Vegas,-115.23834850000001,36.25512295,Hard,954397
Forest Hills,1985,Forest Hills,-73.84404595,40.72225895,Clay,1192996
Munich,1985,Munich,11.54183575,48.15491075,Clay,238599
Madrid,1985,Madrid,-3.67953665,40.437954299999994,Clay,190879
Rome,1985,Rome,12.5359979,41.9100711,Clay,835097
World Team Cup,1985,Dusseldorf,6.814350200000001,51.23845475,Clay,1192996
Florence,1985,Florence,11.2409679,43.77995815,Clay,190879
Roland Garros,1985,Paris,2.3470598999999996,48.85885895,Clay,2326342
Bologna,1985,Bologna,11.3316855,44.499118200000005,Clay,190879
London - Queen's Club,1985,London,-0.10159865,51.52864165,Grass,477198
Bristol,1985,Bristol,-2.5907175,51.46848895,Grass,238599
Wimbledon,1985,London,-0.10159865,51.52864165,Grass,2609061
Gstaad,1985,Gstaad,7.286546450000001,46.4722248,Clay,357899
Newport,1985,Newport,-71.29900634999998,41.4989764,Grass,238599
Boston,1985,Boston,-70.97028399999998,42.31434994999999,Clay,501058
Bastad,1985,Bastad,12.85985845,56.4277899,Clay,190879
Washington,1985,Washington,-120.88227695,47.27298575,Clay,501058
Indianapolis,1985,Indianapolis,-86.13274999999999,39.7797845,Clay,715798
Hilversum,1985,Hilversum,5.1605481,52.23157145,Clay,190879
Livingston,1985,Livingston,-74.3290545,40.788006,Hard,190879
Kitzbuhel,1985,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,357899
Montreal - Toronto,1985,Montreal,-73.73030250000001,45.55804205,Hard,715798
Cleveland,1985,Cleveland,-81.70585994999998,41.497532,Hard,190879
Cincinnati,1985,Cincinnati,-84.54040144999998,39.13634005,Hard,715798
US Open,1985,New York,-73.979681,40.6974881,Hard,2982490
Palermo,1985,Palermo,13.35728855,38.1405436,Clay,238599
Stuttgart Outdoor,1985,Stuttgart,9.1772152,48.77920905000001,Clay,238599
Geneva,1985,Geneva,6.144088549999998,46.205029499999995,Clay,238599
Bordeaux,1985,Bordeaux,-0.586141,44.86372795,Clay,190879
Los Angeles,1985,Los Angeles,-118.4117325,34.020478999999995,Hard,596498
San Francisco,1985,San Francisco,-122.7278025,37.7848269,Carpet,501058
Barcelona,1985,Barcelona,2.14876785,41.39479005,Clay,501058
Toulouse,1985,Toulouse,1.432841,43.60069995,Hard,298249
Johannesburg,1985,Johannesburg,28.04002455,-26.1715215,Hard,501058
Brisbane,1985,Brisbane,152.99319645,-27.3821429,Carpet,190879
Basel,1985,Basel,7.59445995,47.55459664999999,Hard,357899
Sydney Indoor,1985,Sydney,150.93197475,-33.84824395,Hard,536848
Tel Aviv,1985,Tel Aviv,34.797246,32.0879315,Hard,190879
Tokyo Outdoor,1985,Tokyo,145.02823855,28.16176585,Hard,298249
Tokyo Indoor,1985,Tokyo,145.02823855,28.16176585,Carpet,715798
Melbourne Indoor,1985,Melbourne,145.0531353,-37.9725665,Carpet,357899
Cologne,1985,Cologne,6.96732235,50.95770284999999,Hard,190879
Stockholm,1985,Stockholm,17.982052499999998,59.32614194999999,Hard,715798
Hong Kong,1985,Hong Kong,114.1277,22.35272345,Hard,477198
Vienna,1985,Vienna,16.38005995,48.2206849,Hard,238599
Australian Open,1985,Melbourne,145.0531353,-37.9725665,Grass,1539502
Sydney Outdoor,1985,Sydney,150.93197475,-33.84824395,Grass,298249
Adelaide,1985,Adelaide,138.61115984999998,-35.00076695,Grass,190879
Melbourne,1985,Melbourne,145.0531353,-37.9725665,Grass,190879
Philadelphia,1986,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,861245
Toronto Indoor,1986,Toronto,-79.37805804999998,43.7182412,Carpet,287082
Metz,1986,Metz,6.1964060000000005,49.10485299999999,Carpet,195215
Milan,1986,Milan,9.177732249999998,45.46273385,Carpet,688996
Fort Myers,1986,Fort Myers,-81.83229795,26.61863395,Hard,574163
Brussels,1986,Brussels,4.37538995,50.85497504999999,Carpet,574163
Rotterdam,1986,Rotterdam,4.490406299999999,51.92797225,Carpet,574163
Chicago,1986,Chicago,-87.73196395,41.83373295,Carpet,574163
Atlanta,1986,Atlanta,-84.42060395,33.76771289999999,Carpet,505263
Cologne,1986,Cologne,6.96732235,50.95770284999999,Hard,229665
Bari,1986,Bari,16.88208015,41.11137720000001,Clay,195215
Dallas,1986,Dallas,-96.73154245,32.820664550000004,Carpet,1148326
Nice,1986,Nice,7.252817049999999,43.70319045,Clay,195215
Monte Carlo,1986,Monte Carlo,7.42597045,43.741053,Clay,746412
Madrid,1986,Madrid,-3.67953665,40.437954299999994,Clay,195215
Indianapolis,1986,Indianapolis,-86.13274999999999,39.7797845,Clay,688996
Forest Hills,1986,Forest Hills,-73.84404595,40.72225895,Clay,1148326
Munich,1986,Munich,11.54183575,48.15491075,Clay,229665
Rome,1986,Rome,12.5359979,41.9100711,Clay,803828
Florence,1986,Florence,11.2409679,43.77995815,Clay,195215
World Team Cup,1986,Dusseldorf,6.814350200000001,51.23845475,Clay,1148326
Roland Garros,1986,Paris,2.3470598999999996,48.85885895,Clay,2583734
London - Queen's Club,1986,London,-0.10159865,51.52864165,Grass,459330
Bologna,1986,Bologna,11.3316855,44.499118200000005,Clay,195215
Bristol,1986,Bristol,-2.5907175,51.46848895,Grass,229665
Athens,1986,Athens,23.73833935,37.9908372,Clay,229665
Wimbledon,1986,London,-0.10159865,51.52864165,Grass,3001013
Bordeaux,1986,Bordeaux,-0.586141,44.86372795,Clay,287082
Gstaad,1986,Gstaad,7.286546450000001,46.4722248,Clay,459330
Newport,1986,Newport,-71.29900634999998,41.4989764,Grass,229665
Livingston,1986,Livingston,-74.3290545,40.788006,Hard,195215
Boston,1986,Boston,-70.97028399999998,42.31434994999999,Clay,505263
Bastad,1986,Bastad,12.85985845,56.4277899,Clay,287082
Washington,1986,Washington,-120.88227695,47.27298575,Clay,505263
Hilversum,1986,Hilversum,5.1605481,52.23157145,Clay,229665
Kitzbuhel,1986,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,344498
Montreal - Toronto,1986,Toronto,-79.37805804999998,43.7182412,Hard,688996
Cincinnati,1986,Cincinnati,-84.54040144999998,39.13634005,Hard,688996
US Open,1986,New York,-73.979681,40.6974881,Hard,3215313
Stuttgart Outdoor,1986,Stuttgart,9.1772152,48.77920905000001,Clay,373206
Geneva,1986,Geneva,6.144088549999998,46.205029499999995,Clay,459330
Hamburg,1986,Hamburg,10.02768365,53.56728285,Clay,574163
Los Angeles,1986,Los Angeles,-118.4117325,34.020478999999995,Hard,574163
San Francisco,1986,San Francisco,-122.7278025,37.7848269,Carpet,505263
Barcelona,1986,Barcelona,2.14876785,41.39479005,Clay,505263
Palermo,1986,Palermo,13.35728855,38.1405436,Clay,229665
Tel Aviv,1986,Tel Aviv,34.797246,32.0879315,Hard,195215
Toulouse,1986,Toulouse,1.432841,43.60069995,Hard,344498
Scottsdale,1986,Scottsdale,-111.85845405,33.674211,Hard,505263
Tokyo Outdoor,1986,Tokyo,145.02823855,28.16176585,Hard,287082
Basel,1986,Basel,7.59445995,47.55459664999999,Hard,401914
Sydney Indoor,1986,Sydney,150.93197475,-33.84824395,Hard,631579
Tokyo Indoor,1986,Tokyo,145.02823855,28.16176585,Carpet,688996
Vienna,1986,Vienna,16.38005995,48.2206849,Hard,287082
Hong Kong,1986,Hong Kong,114.1277,22.35272345,Hard,459330
Paris,1986,Paris,2.3470598999999996,48.85885895,Carpet,1148326
Stockholm,1986,Stockholm,17.982052499999998,59.32614194999999,Hard,803828
Buenos Aires,1986,Buenos Aires,-58.43329845,-34.615823750000004,Clay,195215
Houston,1986,Houston,-95.40129145,29.81717795,Carpet,505263
Johannesburg,1986,Johannesburg,28.04002455,-26.1715215,Hard,505263
Itaparica,1986,Itaparica,-38.7013875,-13.00587165,Hard,287082
Adelaide,1986,Adelaide,138.61115984999998,-35.00076695,Grass,205321
Australian Open,1987,Melbourne,145.0531353,-37.9725665,Grass,1516979
Guaruja,1987,Guaruja,-46.22349044999999,-23.94918395,Hard,202366
Sydney Outdoor,1987,Sydney,150.93197475,-33.84824395,Grass,202366
Philadelphia,1987,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,848851
Lyon,1987,Lyon,4.83512095,45.7579555,Carpet,339541
Indian Wells,1987,Indian Wells,-116.33434945,33.70741405,Hard,792261
Key Biscayne,1987,Key Biscayne,-80.1669635,25.6922984,Hard,1697703
Orlando,1987,Orlando,-81.36875,28.4811689,Hard,565901
Rotterdam,1987,Rotterdam,4.490406299999999,51.92797225,Carpet,565901
Brussels,1987,Brussels,4.37538995,50.85497504999999,Carpet,565901
Nancy,1987,Nancy,6.173436949999998,48.68808094999999,Carpet,202366
Chicago,1987,Chicago,-87.73196395,41.83373295,Carpet,565901
Milan,1987,Milan,9.177732249999998,45.46273385,Carpet,622491
Bari,1987,Bari,16.88208015,41.11137720000001,Clay,202366
Dallas WCT,1987,Dallas,-96.73154245,32.820664550000004,Carpet,1131802
Nice,1987,Nice,7.252817049999999,43.70319045,Clay,202366
Tokyo Outdoor,1987,Tokyo,145.02823855,28.16176585,Hard,905441
Monte Carlo,1987,Monte Carlo,7.42597045,43.741053,Clay,939396
Seoul,1987,Seoul,126.9740863,37.5638561,Hard,202366
Hamburg,1987,Hamburg,10.02768365,53.56728285,Clay,679081
Forest Hills,1987,Forest Hills,-73.84404595,40.72225895,Clay,1131802
Munich,1987,Munich,11.54183575,48.15491075,Clay,339541
Rome,1987,Rome,12.5359979,41.9100711,Clay,905441
Florence,1987,Florence,11.2409679,43.77995815,Clay,202366
World Team Cup,1987,Dusseldorf,6.814350200000001,51.23845475,Clay,1697703
Roland Garros,1987,Paris,2.3470598999999996,48.85885895,Clay,2999275
Bologna,1987,Bologna,11.3316855,44.499118200000005,Clay,202366
London - Queen's Club,1987,London,-0.10159865,51.52864165,Grass,565901
Bristol,1987,Bristol,-2.5907175,51.46848895,Grass,226360
Athens,1987,Athens,23.73833935,37.9908372,Clay,226360
Wimbledon,1987,London,-0.10159865,51.52864165,Grass,3321933
Newport,1987,Newport,-71.29900634999998,41.4989764,Grass,226360
Gstaad,1987,Gstaad,7.286546450000001,46.4722248,Clay,452721
Boston,1987,Boston,-70.97028399999998,42.31434994999999,Clay,525156
Livingston,1987,Livingston,-74.3290545,40.788006,Hard,202366
Stuttgart Outdoor,1987,Stuttgart,9.1772152,48.77920905000001,Clay,452721
Indianapolis,1987,Indianapolis,-86.13274999999999,39.7797845,Clay,679081
Bordeaux,1987,Bordeaux,-0.586141,44.86372795,Clay,282950
Schenectady,1987,Schenectady,-73.93814350000001,42.8035645,Hard,202366
Washington,1987,Washington,-120.88227695,47.27298575,Hard,525156
Hilversum,1987,Hilversum,5.1605481,52.23157145,Clay,339541
Bastad,1987,Bastad,12.85985845,56.4277899,Clay,396131
Kitzbuhel,1987,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,396131
Prague,1987,Prague,14.4656239,50.05966964999999,Clay,339541
Montreal - Toronto,1987,Montreal,-73.73030250000001,45.55804205,Hard,679081
Cincinnati,1987,Cincinnati,-84.54040144999998,39.13634005,Hard,679081
Rye Brook,1987,Rye Brook,-73.68771165,41.03438695,Hard,202366
US Open,1987,New York,-73.979681,40.6974881,Hard,3772673
Madrid,1987,Madrid,-3.67953665,40.437954299999994,Clay,202366
Geneva,1987,Geneva,6.144088549999998,46.205029499999995,Clay,452721
Los Angeles,1987,Los Angeles,-118.4117325,34.020478999999995,Hard,565901
Barcelona,1987,Barcelona,2.14876785,41.39479005,Clay,525156
Palermo,1987,Palermo,13.35728855,38.1405436,Clay,226360
San Francisco,1987,San Francisco,-122.7278025,37.7848269,Carpet,525156
Basel,1987,Basel,7.59445995,47.55459664999999,Hard,452721
Brisbane,1987,Brisbane,152.99319645,-27.3821429,Hard,339541
Scottsdale,1987,Scottsdale,-111.85845405,33.674211,Hard,525156
Tel Aviv,1987,Tel Aviv,34.797246,32.0879315,Hard,202366
Toulouse,1987,Toulouse,1.432841,43.60069995,Hard,396131
Sydney Indoor,1987,Sydney,150.93197475,-33.84824395,Hard,622491
Vienna,1987,Vienna,16.38005995,48.2206849,Hard,282950
Tokyo Indoor,1987,Tokyo,145.02823855,28.16176585,Carpet,679081
Hong Kong,1987,Hong Kong,114.1277,22.35272345,Hard,452721
Paris,1987,Paris,2.3470598999999996,48.85885895,Carpet,1584523
Stockholm,1987,Stockholm,17.982052499999998,59.32614194999999,Hard,962032
Sao Paulo,1987,Sao Paulo,-46.5952992,-23.682412399999997,Hard,202366
Frankfurt,1987,Frankfurt,8.636563800000001,50.121212,Carpet,339541
Buenos Aires,1987,Buenos Aires,-58.43329845,-34.615823750000004,Clay,202366
Johannesburg,1987,Johannesburg,28.04002455,-26.1715215,Hard,525156
Itaparica,1987,Itaparica,-38.7013875,-13.00587165,Hard,1018622
Wellington,1987,Wellington,174.7618546,-41.24437005,Hard,260314
Adelaide,1987,Adelaide,138.61115984999998,-35.00076695,Hard,211421
Sydney Outdoor,1988,Sydney,150.93197475,-33.84824395,Grass,203191
Australian Open,1988,Melbourne,145.0531353,-37.9725665,Hard,1522812
Guaruja,1988,Guaruja,-46.22349044999999,-23.94918395,Hard,217550
Rotterdam,1988,Rotterdam,4.490406299999999,51.92797225,Carpet,707036
Lyon,1988,Lyon,4.83512095,45.7579555,Carpet,522119
Milan,1988,Milan,9.177732249999998,45.46273385,Carpet,810372
Philadelphia,1988,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,891953
Metz,1988,Metz,6.1964060000000005,49.10485299999999,Carpet,203191
Indian Wells,1988,Indian Wells,-116.33434945,33.70741405,Hard,1109503
Orlando,1988,Orlando,-81.36875,28.4811689,Hard,647210
Key Biscayne,1988,Key Biscayne,-80.1669635,25.6922984,Hard,1631622
Dallas WCT,1988,Dallas,-96.73154245,32.820664550000004,Carpet,1087748
Tokyo Outdoor,1988,Tokyo,145.02823855,28.16176585,Hard,924586
Nice,1988,Nice,7.252817049999999,43.70319045,Clay,250182
Madrid,1988,Madrid,-3.67953665,40.437954299999994,Clay,203191
Monte Carlo,1988,Monte Carlo,7.42597045,43.741053,Clay,815811
Seoul,1988,Seoul,126.9740863,37.5638561,Hard,203191
Charleston,1988,Charleston,-79.97047795,32.821045399999996,Clay,413344
Hamburg,1988,Hamburg,10.02768365,53.56728285,Clay,870198
Forest Hills,1988,Forest Hills,-73.84404595,40.72225895,Clay,1055116
Munich,1988,Munich,11.54183575,48.15491075,Clay,358957
Rome,1988,Rome,12.5359979,41.9100711,Clay,1294420
Florence,1988,Florence,11.2409679,43.77995815,Clay,203191
World Team Cup,1988,Dusseldorf,6.814350200000001,51.23845475,Clay,1631622
Roland Garros,1988,Paris,2.3470598999999996,48.85885895,Clay,3578691
London - Queen's Club,1988,London,-0.10159865,51.52864165,Grass,739669
Bologna,1988,Bologna,11.3316855,44.499118200000005,Clay,203191
Athens,1988,Athens,23.73833935,37.9908372,Clay,203191
Bristol,1988,Bristol,-2.5907175,51.46848895,Grass,203191
Wimbledon,1988,London,-0.10159865,51.52864165,Grass,3949387
Newport,1988,Newport,-71.29900634999998,41.4989764,Grass,250182
Gstaad,1988,Gstaad,7.286546450000001,46.4722248,Clay,522119
Boston,1988,Boston,-70.97028399999998,42.31434994999999,Clay,647210
Stuttgart Outdoor,1988,Stuttgart,9.1772152,48.77920905000001,Clay,598261
Bastad,1988,Bastad,12.85985845,56.4277899,Clay,467732
Schenectady,1988,Schenectady,-73.93814350000001,42.8035645,Hard,203191
Washington,1988,Washington,-120.88227695,47.27298575,Hard,647210
Bordeaux,1988,Bordeaux,-0.586141,44.86372795,Clay,467732
Hilversum,1988,Hilversum,5.1605481,52.23157145,Clay,326324
Kitzbuhel,1988,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,543874
Indianapolis,1988,Indianapolis,-86.13274999999999,39.7797845,Hard,647210
Prague,1988,Prague,14.4656239,50.05966964999999,Clay,304569
Montreal - Toronto,1988,Toronto,-79.37805804999998,43.7182412,Hard,891953
Livingston,1988,Livingston,-74.3290545,40.788006,Hard,203191
Cincinnati,1988,Cincinnati,-84.54040144999998,39.13634005,Hard,1055116
Rye Brook,1988,Rye Brook,-73.68771165,41.03438695,Hard,203191
US Open,1988,New York,-73.979681,40.6974881,Hard,3988409
Barcelona,1988,Barcelona,2.14876785,41.39479005,Clay,810372
Los Angeles,1988,Los Angeles,-118.4117325,34.020478999999995,Hard,647210
Geneva,1988,Geneva,6.144088549999998,46.205029499999995,Clay,413344
Seoul Olympics,1988,Seoul,126.9740863,37.5638561,Hard,0
Bari,1988,Bari,16.88208015,41.11137720000001,Clay,203191
Palermo,1988,Palermo,13.35728855,38.1405436,Clay,203191
San Francisco,1988,San Francisco,-122.7278025,37.7848269,Carpet,647210
Scottsdale,1988,Scottsdale,-111.85845405,33.674211,Hard,647210
Brisbane,1988,Brisbane,152.99319645,-27.3821429,Hard,358957
Basel,1988,Basel,7.59445995,47.55459664999999,Hard,522119
Sydney Indoor,1988,Sydney,150.93197475,-33.84824395,Hard,853882
Tel Aviv,1988,Tel Aviv,34.797246,32.0879315,Hard,206672
Toulouse,1988,Toulouse,1.432841,43.60069995,Hard,543874
Frankfurt,1988,Frankfurt,8.636563800000001,50.121212,Carpet,304569
Vienna,1988,Vienna,16.38005995,48.2206849,Carpet,391589
Tokyo Indoor,1988,Tokyo,145.02823855,28.16176585,Carpet,1087748
Paris,1988,Paris,2.3470598999999996,48.85885895,Carpet,1762152
Sao Paulo,1988,Sao Paulo,-46.5952992,-23.682412399999997,Hard,217550
Stockholm,1988,Stockholm,17.982052499999998,59.32614194999999,Hard,978973
Buenos Aires,1988,Buenos Aires,-58.43329845,-34.615823750000004,Clay,203191
Johannesburg,1988,Johannesburg,28.04002455,-26.1715215,Hard,647210
Detroit,1988,Detroit,-83.099205,42.352711,Carpet,647210
Itaparica,1988,Itaparica,-38.7013875,-13.00587165,Hard,598261
Brussels,1988,Brussels,4.37538995,50.85497504999999,Carpet,810372
Wellington,1989,Wellington,174.7618546,-41.24437005,Hard,239020
Adelaide,1989,Adelaide,138.61115984999998,-35.00076695,Hard,194126
Sydney Outdoor,1989,Sydney,150.93197475,-33.84824395,Hard,239020
Australian Open,1989,Melbourne,145.0531353,-37.9725665,Hard,1939889
Rotterdam,1989,Rotterdam,4.490406299999999,51.92797225,Carpet,675491
Guaruja,1989,Guaruja,-46.22349044999999,-23.94918395,Hard,207843
Milan,1989,Milan,9.177732249999998,45.46273385,Carpet,779412
Philadelphia,1989,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,852158
Lyon,1989,Lyon,4.83512095,45.7579555,Carpet,542471
Nancy,1989,Nancy,6.173436949999998,48.68808094999999,Carpet,207843
Dallas WCT,1989,Dallas,-96.73154245,32.820664550000004,Carpet,1039217
Scottsdale,1989,Scottsdale,-111.85845405,33.674211,Hard,618334
Indian Wells,1989,Indian Wells,-116.33434945,33.70741405,Hard,1060001
Key Biscayne,1989,Key Biscayne,-80.1669635,25.6922984,Hard,1548433
Rio De Janeiro,1989,Rio De Janeiro,-43.44598205,-22.91413075,Carpet,415687
Seoul,1989,Seoul,126.9740863,37.5638561,Hard,194126
Athens,1989,Athens,23.73833935,37.9908372,Clay,194126
Tokyo Outdoor,1989,Tokyo,145.02823855,28.16176585,Hard,883334
Nice,1989,Nice,7.252817049999999,43.70319045,Clay,290981
Monte Carlo,1989,Monte Carlo,7.42597045,43.741053,Clay,841765
Singapore,1989,Singapore,103.84425005,1.31400005,Hard,194126
Munich,1989,Munich,11.54183575,48.15491075,Clay,363726
Forest Hills,1989,Forest Hills,-73.84404595,40.72225895,Clay,1008040
Hamburg,1989,Hamburg,10.02768365,53.56728285,Clay,1039217
Charleston,1989,Charleston,-79.97047795,32.821045399999996,Clay,394902
Rome,1989,Rome,12.5359979,41.9100711,Clay,1678335
World Team Cup,1989,Dusseldorf,6.814350200000001,51.23845475,Clay,1870590
Florence,1989,Florence,11.2409679,43.77995815,Clay,194126
Roland Garros,1989,Paris,2.3470598999999996,48.85885895,Clay,4042553
London - Queen's Club,1989,London,-0.10159865,51.52864165,Grass,727452
Bologna,1989,Bologna,11.3316855,44.499118200000005,Clay,194126
Bari,1989,Bari,16.88208015,41.11137720000001,Clay,194126
Bristol,1989,Bristol,-2.5907175,51.46848895,Grass,207843
Wimbledon,1989,London,-0.10159865,51.52864165,Grass,4581204
Newport,1989,Newport,-71.29900634999998,41.4989764,Grass,259804
Gstaad,1989,Gstaad,7.286546450000001,46.4722248,Clay,571569
Boston,1989,Boston,-70.97028399999998,42.31434994999999,Clay,618334
Schenectady,1989,Schenectady,-73.93814350000001,42.8035645,Hard,207843
Stuttgart Outdoor,1989,Stuttgart,9.1772152,48.77920905000001,Clay,571569
Hilversum,1989,Hilversum,5.1605481,52.23157145,Clay,311765
Washington,1989,Washington,-120.88227695,47.27298575,Hard,618334
Kitzbuhel,1989,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,623530
Bastad,1989,Bastad,12.85985845,56.4277899,Clay,571569
Prague,1989,Prague,14.4656239,50.05966964999999,Clay,290981
Livingston,1989,Livingston,-74.3290545,40.788006,Hard,194126
Indianapolis,1989,Indianapolis,-86.13274999999999,39.7797845,Hard,623530
Montreal - Toronto,1989,Montreal,-73.73030250000001,45.55804205,Hard,1143138
Cincinnati,1989,Cincinnati,-84.54040144999998,39.13634005,Hard,1008040
